variant,isin,base,nrd_z,our_z,delta,duration,margin_bps,rating,z_minus_g
V7   ytm−G spline conv fwd,RU000A107DP1,KEYRATE,377,355,-22,0.084932,115,AAA,
V7   ytm−G spline conv fwd,RU000A107EC7,KEYRATE,434,392,-42,0.079452,115,AAA,
V7   ytm−G spline conv fwd,RU000A107F49,KEYRATE,449,410,-39,0.084932,0,AA,
V7   ytm−G spline conv fwd,RU000A107HR8,KEYRATE,412,384,-28,0.249315,250,AA,
V7   ytm−G spline conv fwd,RU000A107R29,KEYRATE,580,726,146,2.057041,400,BB,
V7   ytm−G spline conv fwd,RU000A107SG8,KEYRATE,16988,553,-16435,0.08925,300,BBB,
V7   ytm−G spline conv fwd,RU000A107TT9,KEYRATE,783,531,-252,0.249315,230,AA,
V7   ytm−G spline conv fwd,RU000A107W55,KEYRATE,331,219,-112,0.079452,2,AAA,
V7   ytm−G spline conv fwd,RU000A107WL0,KEYRATE,286,354,68,0.189041,110,AAA,
V7   ytm−G spline conv fwd,RU000A1083A6,KEYRATE,366,387,21,0.082192,130,AAA,
V7   ytm−G spline conv fwd,RU000A108462,KEYRATE,1371,1501,130,0.657237,600,BB,
V7   ytm−G spline conv fwd,RU000A108A19,KEYRATE,107,2366,2259,0.705088,300,BB,
V7   ytm−G spline conv fwd,RU000A108DE3,KEYRATE,813,624,-189,0.249315,215,AA,
V7   ytm−G spline conv fwd,RU000A108JV4,KEYRATE,440,429,-11,0.084932,125,AAA,
V7   ytm−G spline conv fwd,RU000A108LN7,KEYRATE,1431,1545,114,0.828246,425,BBB,
V7   ytm−G spline conv fwd,RU000A108P61,KEYRATE,450,378,-72,0.076712,115,AAA,
V7   ytm−G spline conv fwd,RU000A108RP9,KEYRATE,458,425,-33,0.249315,220,AA,
V7   ytm−G spline conv fwd,RU000A108VL0,KEYRATE,453,425,-28,0.079452,50,AA,
V7   ytm−G spline conv fwd,RU000A1090K0,KEYRATE,256,213,-43,0.032877,100,AA,
V7   ytm−G spline conv fwd,RU000A109221,KEYRATE,2443,2524,81,0.936189,400,BBB,
V7   ytm−G spline conv fwd,RU000A109312,KEYRATE,421,415,-6,0.249315,130,AAA,
V7   ytm−G spline conv fwd,RU000A109825,KEYRATE,645,246,-399,0.089384,200,A,
V7   ytm−G spline conv fwd,RU000A109981,KEYRATE,880,985,105,1.051582,300,A,
V7   ytm−G spline conv fwd,RU000A1099A2,KEYRATE,465,427,-38,0.076712,140,AA,
V7   ytm−G spline conv fwd,RU000A1099E4,KEYRATE,342,408,66,1.00544,140,AA,
V7   ytm−G spline conv fwd,RU000A109DT9,KEYRATE,530,499,-31,0.084932,170,AA,
V7   ytm−G spline conv fwd,RU000A109JX8,KEYRATE,1055,1165,110,1.048555,425,BBB,
V7   ytm−G spline conv fwd,RU000A109K40,KEYRATE,322,287,-35,0.084932,110,AAA,
V7   ytm−G spline conv fwd,RU000A109KL1,KEYRATE,306,179,-127,0.082192,0,AAA,
V7   ytm−G spline conv fwd,RU000A109KV0,KEYRATE,514,569,55,0.191327,275,A,
V7   ytm−G spline conv fwd,RU000A109KW8,KEYRATE,425,395,-30,0.079452,120,AAA,
V7   ytm−G spline conv fwd,RU000A109KY4,KEYRATE,471,442,-29,0.249315,230,AA,
V7   ytm−G spline conv fwd,RU000A109LC8,KEYRATE,1138,1054,-84,0.087671,300,A,
V7   ytm−G spline conv fwd,RU000A109S91,KEYRATE,361,317,-44,0.084932,114,AAA,
V7   ytm−G spline conv fwd,RU000A109SP5,KEYRATE,1865,1826,-39,0.082192,300,BBB,
V7   ytm−G spline conv fwd,RU000A109TJ6,KEYRATE,452,424,-28,0.084932,150,AAA,
V7   ytm−G spline conv fwd,RU000A109U97,KEYRATE,327,281,-46,0.082192,125,AAA,
V7   ytm−G spline conv fwd,RU000A10A349,KEYRATE,321,270,-51,0.082192,200,AAA,
V7   ytm−G spline conv fwd,RU000A10A398,KEYRATE,486,536,50,0.335666,450,A,
V7   ytm−G spline conv fwd,RU000A10A4S7,KEYRATE,275,446,171,0.082192,200,AAA,
V7   ytm−G spline conv fwd,RU000A10AAU6,KEYRATE,-30,34,64,0.437535,500,A,
V7   ytm−G spline conv fwd,RU000A10AEG7,KEYRATE,463,875,412,0.42467,600,A,
V7   ytm−G spline conv fwd,RU000A10AHD7,KEYRATE,1275,990,-285,0.079452,675,BBB,
V7   ytm−G spline conv fwd,RU000A10ASD4,KEYRATE,945,916,-29,0.076712,600,A,
V7   ytm−G spline conv fwd,RU000A10B4T4,KEYRATE,2373,2184,-189,0.084932,650,B,
V7   ytm−G spline conv fwd,RU000A10BBD8,KEYRATE,491,478,-13,0.079452,425,A,
V7   ytm−G spline conv fwd,RU000A10BQF1,KEYRATE,461,471,10,0.082192,400,A,
V7   ytm−G spline conv fwd,RU000A10BQX4,KEYRATE,335,323,-12,0.087671,190,AA,
V7   ytm−G spline conv fwd,RU000A10BRR4,KEYRATE,415,398,-17,0.076712,185,AAA,
V7   ytm−G spline conv fwd,RU000A10BZQ9,KEYRATE,515,661,146,0.087671,350,A,
V7   ytm−G spline conv fwd,RU000A10C329,KEYRATE,414,514,100,0.927028,280,A,
V7   ytm−G spline conv fwd,RU000A10C3P3,KEYRATE,2023,2178,155,1.628725,500,BBB,
V7   ytm−G spline conv fwd,RU000A10C5U8,KEYRATE,694,424,-270,0.076712,325,A,
V7   ytm−G spline conv fwd,RU000A10CN62,KEYRATE,901,968,67,0.611106,600,BBB,
V7   ytm−G spline conv fwd,RU000A10D1W2,KEYRATE,457,437,-20,0.082192,115,AAA,
V7   ytm−G spline conv fwd,RU000A10D2Q2,KEYRATE,441,413,-28,0.082192,140,AAA,
V7   ytm−G spline conv fwd,RU000A10D459,KEYRATE,384,362,-22,0.082192,165,AAA,
V7   ytm−G spline conv fwd,RU000A10DC15,KEYRATE,673,648,-25,0.076712,350,A,
V7   ytm−G spline conv fwd,RU000A10DFN4,KEYRATE,373,407,34,0.082192,175,AAA,
V7   ytm−G spline conv fwd,RU000A10DLE1,KEYRATE,375,406,31,0.084932,150,AAA,
V7   ytm−G spline conv fwd,RU000A10DRF5,KEYRATE,404,421,17,0.082192,160,AAA,
V7   ytm−G spline conv fwd,RU000A10E6Q2,KEYRATE,410,220,-190,0.079452,130,AAA,
V7   ytm−G spline conv fwd,RU000A10E8N5,KEYRATE,411,441,30,0.076712,175,AAA,
V7   ytm−G spline conv fwd,RU000A10ECM1,KEYRATE,411,409,-2,0.084932,150,AAA,
V7   ytm−G spline conv fwd,RU000A10EF11,KEYRATE,416,535,119,1.43416,220,A,
V7   ytm−G spline conv fwd,RU000A10EG28,KEYRATE,220,370,150,2.14552,195,AA,
V7   ytm−G spline conv fwd,RU000A10ELF6,KEYRATE,465,275,-190,0.087671,165,AAA,
V7   ytm−G spline conv fwd,RU000A10ERV0,KEYRATE,412,413,1,0.082192,140,AA,
V7   ytm−G spline conv fwd,RU000A10ES57,KEYRATE,372,407,35,0.082192,150,AAA,
V7   ytm−G spline conv fwd,RU000A10F8N4,KEYRATE,386,127,-259,0.082192,150,AAA,
V7   ytm−G spline conv fwd,RU000A10FA64,KEYRATE,532,570,38,0.087671,280,A,
V7   ytm−G spline conv fwd,RU000A10FAN0,KEYRATE,372,417,45,0.084932,135,AAA,
V7   ytm−G spline conv fwd,RU000A10FBH0,KEYRATE,99,256,157,0.076712,100,AAA,
V7s  ytm−G spline conv spot,RU000A0JQAM6,KEYRATE,-167,31,198,0.49589,250,AAA,
V7s  ytm−G spline conv spot,RU000A0JXE06,KEYRATE,419,560,141,0.249315,220,AA,
V7s  ytm−G spline conv spot,RU000A0ZZ1J8,KEYRATE,431,589,158,0.249315,250,AA,
V7s  ytm−G spline conv spot,RU000A0ZZ1M2,KEYRATE,404,356,-48,0.49863,50,AA,
V7s  ytm−G spline conv spot,RU000A1006C3,KEYRATE,3296,1431,-1865,1.850282,625,B,
V7s  ytm−G spline conv spot,RU000A1013N6,KEYRATE,3073,1620,-1453,0.082192,600,B,
V7s  ytm−G spline conv spot,RU000A102VR0,KEYRATE,379,572,193,0.249315,210,AA,
V7s  ytm−G spline conv spot,RU000A1038M5,KEYRATE,380,572,192,0.249315,215,AA,
V7s  ytm−G spline conv spot,RU000A103M36,KEYRATE,463,589,126,0.249315,250,A,
V7s  ytm−G spline conv spot,RU000A104XJ9,KEYRATE,1213,1247,34,0.482223,900,BB,
V7s  ytm−G spline conv spot,RU000A105VQ5,KEYRATE,398,377,-21,0.249315,130,AAA,
V7s  ytm−G spline conv spot,RU000A106037,KEYRATE,422,414,-8,0.249315,130,AAA,
V7s  ytm−G spline conv spot,RU000A106565,KEYRATE,405,381,-24,0.249315,130,AAA,
V7s  ytm−G spline conv spot,RU000A106J38,KEYRATE,88,510,422,0.019178,250,A,
V7s  ytm−G spline conv spot,RU000A106TM6,KEYRATE,372,304,-68,0.079452,0,AAA,
V7s  ytm−G spline conv spot,RU000A106ZU6,KEYRATE,418,436,18,0.249315,120,AAA,
V7s  ytm−G spline conv spot,RU000A1075S4,KEYRATE,318,299,-19,0.079452,110,AAA,
V7s  ytm−G spline conv spot,RU000A1077V4,KEYRATE,346,446,100,0.249315,200,AA,
V7s  ytm−G spline conv spot,RU000A107AG6,KEYRATE,455,402,-53,0.082192,90,AA,
V7s  ytm−G spline conv spot,RU000A107B35,KEYRATE,362,244,-118,0.079452,0,AAA,
V7s  ytm−G spline conv spot,RU000A107DP1,KEYRATE,377,343,-34,0.084932,115,AAA,
V7s  ytm−G spline conv spot,RU000A107EC7,KEYRATE,434,384,-50,0.079452,115,AAA,
V7s  ytm−G spline conv spot,RU000A107F49,KEYRATE,449,388,-61,0.084932,0,AA,
V7s  ytm−G spline conv spot,RU000A107HR8,KEYRATE,412,366,-46,0.249315,250,AA,
V7s  ytm−G spline conv spot,RU000A107R29,KEYRATE,580,738,158,2.057041,400,BB,
V7s  ytm−G spline conv spot,RU000A107SG8,KEYRATE,16988,558,-16430,0.08925,300,BBB,
V7s  ytm−G spline conv spot,RU000A107TT9,KEYRATE,783,530,-253,0.249315,230,AA,
V7s  ytm−G spline conv spot,RU000A107W55,KEYRATE,331,219,-112,0.079452,2,AAA,
V7s  ytm−G spline conv spot,RU000A107WL0,KEYRATE,286,354,68,0.189041,110,AAA,
V7s  ytm−G spline conv spot,RU000A1083A6,KEYRATE,366,400,34,0.082192,130,AAA,
V7s  ytm−G spline conv spot,RU000A108462,KEYRATE,1371,1473,102,0.657237,600,BB,
V7s  ytm−G spline conv spot,RU000A108A19,KEYRATE,107,2334,2227,0.705088,300,BB,
V7s  ytm−G spline conv spot,RU000A108DE3,KEYRATE,813,638,-175,0.249315,215,AA,
V7s  ytm−G spline conv spot,RU000A108JV4,KEYRATE,440,432,-8,0.084932,125,AAA,
V7s  ytm−G spline conv spot,RU000A108LN7,KEYRATE,1431,1518,87,0.828246,425,BBB,
V7s  ytm−G spline conv spot,RU000A108P61,KEYRATE,450,355,-95,0.076712,115,AAA,
V7s  ytm−G spline conv spot,RU000A108RP9,KEYRATE,458,401,-57,0.249315,220,AA,
V7s  ytm−G spline conv spot,RU000A108VL0,KEYRATE,453,422,-31,0.079452,50,AA,
V7s  ytm−G spline conv spot,RU000A1090K0,KEYRATE,256,213,-43,0.032877,100,AA,
V7s  ytm−G spline conv spot,RU000A109221,KEYRATE,2443,2498,55,0.936189,400,BBB,
V7s  ytm−G spline conv spot,RU000A109312,KEYRATE,421,420,-1,0.249315,130,AAA,
V7s  ytm−G spline conv spot,RU000A109825,KEYRATE,645,251,-394,0.089384,200,A,
V7s  ytm−G spline conv spot,RU000A109981,KEYRATE,880,970,90,1.051582,300,A,
V7s  ytm−G spline conv spot,RU000A1099A2,KEYRATE,465,410,-55,0.076712,140,AA,
V7s  ytm−G spline conv spot,RU000A1099E4,KEYRATE,342,422,80,1.00544,140,AA,
V7s  ytm−G spline conv spot,RU000A109DT9,KEYRATE,530,487,-43,0.084932,170,AA,
V7s  ytm−G spline conv spot,RU000A109JX8,KEYRATE,1055,1150,95,1.048555,425,BBB,
V7s  ytm−G spline conv spot,RU000A109K40,KEYRATE,322,287,-35,0.084932,110,AAA,
V7s  ytm−G spline conv spot,RU000A109KL1,KEYRATE,306,179,-127,0.082192,0,AAA,
V7s  ytm−G spline conv spot,RU000A109KV0,KEYRATE,514,581,67,0.191327,275,A,
V7s  ytm−G spline conv spot,RU000A109KW8,KEYRATE,425,397,-28,0.079452,120,AAA,
V7s  ytm−G spline conv spot,RU000A109KY4,KEYRATE,471,427,-44,0.249315,230,AA,
V7s  ytm−G spline conv spot,RU000A109LC8,KEYRATE,1138,1039,-99,0.087671,300,A,
V7s  ytm−G spline conv spot,RU000A109S91,KEYRATE,361,317,-44,0.084932,114,AAA,
V7s  ytm−G spline conv spot,RU000A109SP5,KEYRATE,1865,1812,-53,0.082192,300,BBB,
V7s  ytm−G spline conv spot,RU000A109TJ6,KEYRATE,452,413,-39,0.084932,150,AAA,
V7s  ytm−G spline conv spot,RU000A109U97,KEYRATE,327,277,-50,0.082192,125,AAA,
V7s  ytm−G spline conv spot,RU000A10A349,KEYRATE,321,263,-58,0.082192,200,AAA,
V7s  ytm−G spline conv spot,RU000A10A398,KEYRATE,486,528,42,0.335666,450,A,
V7s  ytm−G spline conv spot,RU000A10A4S7,KEYRATE,275,457,182,0.082192,200,AAA,
V7s  ytm−G spline conv spot,RU000A10AAU6,KEYRATE,-30,21,51,0.437535,500,A,
V7s  ytm−G spline conv spot,RU000A10AEG7,KEYRATE,463,886,423,0.42467,600,A,
V7s  ytm−G spline conv spot,RU000A10AHD7,KEYRATE,1275,990,-285,0.079452,675,BBB,
V7s  ytm−G spline conv spot,RU000A10ASD4,KEYRATE,945,895,-50,0.076712,600,A,
V7s  ytm−G spline conv spot,RU000A10B4T4,KEYRATE,2373,2184,-189,0.084932,650,B,
V7s  ytm−G spline conv spot,RU000A10BBD8,KEYRATE,491,451,-40,0.079452,425,A,
V7s  ytm−G spline conv spot,RU000A10BQF1,KEYRATE,461,472,11,0.082192,400,A,
V7s  ytm−G spline conv spot,RU000A10BQX4,KEYRATE,335,300,-35,0.087671,190,AA,
V7s  ytm−G spline conv spot,RU000A10BRR4,KEYRATE,415,374,-41,0.076712,185,AAA,
V7s  ytm−G spline conv spot,RU000A10BZQ9,KEYRATE,515,666,151,0.087671,350,A,
V7s  ytm−G spline conv spot,RU000A10C329,KEYRATE,414,494,80,0.927028,280,A,
V7s  ytm−G spline conv spot,RU000A10C3P3,KEYRATE,2023,2182,159,1.628725,500,BBB,
V7s  ytm−G spline conv spot,RU000A10C5U8,KEYRATE,694,425,-269,0.076712,325,A,
V7s  ytm−G spline conv spot,RU000A10CN62,KEYRATE,901,975,74,0.611106,600,BBB,
V7s  ytm−G spline conv spot,RU000A10D1W2,KEYRATE,457,427,-30,0.082192,115,AAA,
V7s  ytm−G spline conv spot,RU000A10D2Q2,KEYRATE,441,401,-40,0.082192,140,AAA,
V7s  ytm−G spline conv spot,RU000A10D459,KEYRATE,384,351,-33,0.082192,165,AAA,
V7s  ytm−G spline conv spot,RU000A10DC15,KEYRATE,673,651,-22,0.076712,350,A,
V7s  ytm−G spline conv spot,RU000A10DFN4,KEYRATE,373,409,36,0.082192,175,AAA,
V7s  ytm−G spline conv spot,RU000A10DLE1,KEYRATE,375,420,45,0.084932,150,AAA,
V7s  ytm−G spline conv spot,RU000A10DRF5,KEYRATE,404,433,29,0.082192,160,AAA,
V7s  ytm−G spline conv spot,RU000A10E6Q2,KEYRATE,410,220,-190,0.079452,130,AAA,
V7s  ytm−G spline conv spot,RU000A10E8N5,KEYRATE,411,445,34,0.076712,175,AAA,
V7s  ytm−G spline conv spot,RU000A10ECM1,KEYRATE,411,417,6,0.084932,150,AAA,
V7s  ytm−G spline conv spot,RU000A10EF11,KEYRATE,416,533,117,1.43416,220,A,
V7s  ytm−G spline conv spot,RU000A10EG28,KEYRATE,220,384,164,2.14552,195,AA,
V7s  ytm−G spline conv spot,RU000A10ELF6,KEYRATE,465,275,-190,0.087671,165,AAA,
V7s  ytm−G spline conv spot,RU000A10ERV0,KEYRATE,412,422,10,0.082192,140,AA,
V7s  ytm−G spline conv spot,RU000A10ES57,KEYRATE,372,421,49,0.082192,150,AAA,
V7s  ytm−G spline conv spot,RU000A10F8N4,KEYRATE,386,125,-261,0.082192,150,AAA,
V7s  ytm−G spline conv spot,RU000A10FA64,KEYRATE,532,584,52,0.087671,280,A,
V7s  ytm−G spline conv spot,RU000A10FAN0,KEYRATE,372,431,59,0.084932,135,AAA,
V7s  ytm−G spline conv spot,RU000A10FBH0,KEYRATE,99,266,167,0.076712,100,AAA,
V7n  ytm−G spline raw  fwd,RU000A0JQAM6,KEYRATE,-167,-47,120,0.49589,250,AAA,
V7n  ytm−G spline raw  fwd,RU000A0JXE06,KEYRATE,419,468,49,0.249315,220,AA,
V7n  ytm−G spline raw  fwd,RU000A0ZZ1J8,KEYRATE,431,500,69,0.249315,250,AA,
V7n  ytm−G spline raw  fwd,RU000A0ZZ1M2,KEYRATE,404,285,-119,0.49863,50,AA,
V7n  ytm−G spline raw  fwd,RU000A1006C3,KEYRATE,3296,1431,-1865,1.850282,625,B,
V7n  ytm−G spline raw  fwd,RU000A1013N6,KEYRATE,3073,1620,-1453,0.082192,600,B,
V7n  ytm−G spline raw  fwd,RU000A102VR0,KEYRATE,379,485,106,0.249315,210,AA,
V7n  ytm−G spline raw  fwd,RU000A1038M5,KEYRATE,380,484,104,0.249315,215,AA,
V7n  ytm−G spline raw  fwd,RU000A103M36,KEYRATE,463,500,37,0.249315,250,A,
V7n  ytm−G spline raw  fwd,RU000A104XJ9,KEYRATE,1213,1220,7,0.482223,900,BB,
V7n  ytm−G spline raw  fwd,RU000A105VQ5,KEYRATE,398,292,-106,0.249315,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A106037,KEYRATE,422,338,-84,0.249315,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A106565,KEYRATE,405,294,-111,0.249315,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A106J38,KEYRATE,88,422,334,0.019178,250,A,
V7n  ytm−G spline raw  fwd,RU000A106TM6,KEYRATE,372,304,-68,0.079452,0,AAA,
V7n  ytm−G spline raw  fwd,RU000A106ZU6,KEYRATE,418,339,-79,0.249315,120,AAA,
V7n  ytm−G spline raw  fwd,RU000A1075S4,KEYRATE,318,228,-90,0.079452,110,AAA,
V7n  ytm−G spline raw  fwd,RU000A1077V4,KEYRATE,346,359,13,0.249315,200,AA,
V7n  ytm−G spline raw  fwd,RU000A107AG6,KEYRATE,455,338,-117,0.082192,90,AA,
V7n  ytm−G spline raw  fwd,RU000A107B35,KEYRATE,362,244,-118,0.079452,0,AAA,
V7n  ytm−G spline raw  fwd,RU000A107DP1,KEYRATE,377,283,-94,0.084932,115,AAA,
V7n  ytm−G spline raw  fwd,RU000A107EC7,KEYRATE,434,305,-129,0.079452,115,AAA,
V7n  ytm−G spline raw  fwd,RU000A107F49,KEYRATE,449,321,-128,0.084932,0,AA,
V7n  ytm−G spline raw  fwd,RU000A107HR8,KEYRATE,412,338,-74,0.249315,250,AA,
V7n  ytm−G spline raw  fwd,RU000A107R29,KEYRATE,580,640,60,2.057041,400,BB,
V7n  ytm−G spline raw  fwd,RU000A107SG8,KEYRATE,16988,463,-16525,0.08925,300,BBB,
V7n  ytm−G spline raw  fwd,RU000A107TT9,KEYRATE,783,443,-340,0.249315,230,AA,
V7n  ytm−G spline raw  fwd,RU000A107W55,KEYRATE,331,219,-112,0.079452,2,AAA,
V7n  ytm−G spline raw  fwd,RU000A107WL0,KEYRATE,286,269,-17,0.189041,110,AAA,
V7n  ytm−G spline raw  fwd,RU000A1083A6,KEYRATE,366,298,-68,0.082192,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A108462,KEYRATE,1371,1405,34,0.657237,600,BB,
V7n  ytm−G spline raw  fwd,RU000A108A19,KEYRATE,107,2268,2161,0.705088,300,BB,
V7n  ytm−G spline raw  fwd,RU000A108DE3,KEYRATE,813,537,-276,0.249315,215,AA,
V7n  ytm−G spline raw  fwd,RU000A108JV4,KEYRATE,440,339,-101,0.084932,125,AAA,
V7n  ytm−G spline raw  fwd,RU000A108LN7,KEYRATE,1431,1448,17,0.828246,425,BBB,
V7n  ytm−G spline raw  fwd,RU000A108P61,KEYRATE,450,294,-156,0.076712,115,AAA,
V7n  ytm−G spline raw  fwd,RU000A108RP9,KEYRATE,458,355,-103,0.249315,220,AA,
V7n  ytm−G spline raw  fwd,RU000A108VL0,KEYRATE,453,337,-116,0.079452,50,AA,
V7n  ytm−G spline raw  fwd,RU000A1090K0,KEYRATE,256,213,-43,0.032877,100,AA,
V7n  ytm−G spline raw  fwd,RU000A109221,KEYRATE,2443,2418,-25,0.936189,400,BBB,
V7n  ytm−G spline raw  fwd,RU000A109312,KEYRATE,421,328,-93,0.249315,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A109825,KEYRATE,645,161,-484,0.089384,200,A,
V7n  ytm−G spline raw  fwd,RU000A109981,KEYRATE,880,887,7,1.051582,300,A,
V7n  ytm−G spline raw  fwd,RU000A1099A2,KEYRATE,465,336,-129,0.076712,140,AA,
V7n  ytm−G spline raw  fwd,RU000A1099E4,KEYRATE,342,319,-23,1.00544,140,AA,
V7n  ytm−G spline raw  fwd,RU000A109DT9,KEYRATE,530,409,-121,0.084932,170,AA,
V7n  ytm−G spline raw  fwd,RU000A109JX8,KEYRATE,1055,1067,12,1.048555,425,BBB,
V7n  ytm−G spline raw  fwd,RU000A109K40,KEYRATE,322,210,-112,0.084932,110,AAA,
V7n  ytm−G spline raw  fwd,RU000A109KL1,KEYRATE,306,179,-127,0.082192,0,AAA,
V7n  ytm−G spline raw  fwd,RU000A109KV0,KEYRATE,514,478,-36,0.191327,275,A,
V7n  ytm−G spline raw  fwd,RU000A109KW8,KEYRATE,425,304,-121,0.079452,120,AAA,
V7n  ytm−G spline raw  fwd,RU000A109KY4,KEYRATE,471,368,-103,0.249315,230,AA,
V7n  ytm−G spline raw  fwd,RU000A109LC8,KEYRATE,1138,957,-181,0.087671,300,A,
V7n  ytm−G spline raw  fwd,RU000A109S91,KEYRATE,361,230,-131,0.084932,114,AAA,
V7n  ytm−G spline raw  fwd,RU000A109SP5,KEYRATE,1865,1718,-147,0.082192,300,BBB,
V7n  ytm−G spline raw  fwd,RU000A109TJ6,KEYRATE,452,337,-115,0.084932,150,AAA,
V7n  ytm−G spline raw  fwd,RU000A109U97,KEYRATE,327,207,-120,0.082192,125,AAA,
V7n  ytm−G spline raw  fwd,RU000A10A349,KEYRATE,321,185,-136,0.082192,200,AAA,
V7n  ytm−G spline raw  fwd,RU000A10A398,KEYRATE,486,450,-36,0.335666,450,A,
V7n  ytm−G spline raw  fwd,RU000A10A4S7,KEYRATE,275,357,82,0.082192,200,AAA,
V7n  ytm−G spline raw  fwd,RU000A10AAU6,KEYRATE,-30,-41,-11,0.437535,500,A,
V7n  ytm−G spline raw  fwd,RU000A10AEG7,KEYRATE,463,784,321,0.42467,600,A,
V7n  ytm−G spline raw  fwd,RU000A10AHD7,KEYRATE,1275,990,-285,0.079452,675,BBB,
V7n  ytm−G spline raw  fwd,RU000A10ASD4,KEYRATE,945,831,-114,0.076712,600,A,
V7n  ytm−G spline raw  fwd,RU000A10B4T4,KEYRATE,2373,2184,-189,0.084932,650,B,
V7n  ytm−G spline raw  fwd,RU000A10BBD8,KEYRATE,491,386,-105,0.079452,425,A,
V7n  ytm−G spline raw  fwd,RU000A10BQF1,KEYRATE,461,383,-78,0.082192,400,A,
V7n  ytm−G spline raw  fwd,RU000A10BQX4,KEYRATE,335,239,-96,0.087671,190,AA,
V7n  ytm−G spline raw  fwd,RU000A10BRR4,KEYRATE,415,305,-110,0.076712,185,AAA,
V7n  ytm−G spline raw  fwd,RU000A10BZQ9,KEYRATE,515,568,53,0.087671,350,A,
V7n  ytm−G spline raw  fwd,RU000A10C329,KEYRATE,414,422,8,0.927028,280,A,
V7n  ytm−G spline raw  fwd,RU000A10C3P3,KEYRATE,2023,2065,42,1.628725,500,BBB,
V7n  ytm−G spline raw  fwd,RU000A10C5U8,KEYRATE,694,335,-359,0.076712,325,A,
V7n  ytm−G spline raw  fwd,RU000A10CN62,KEYRATE,901,873,-28,0.611106,600,BBB,
V7n  ytm−G spline raw  fwd,RU000A10D1W2,KEYRATE,457,344,-113,0.082192,115,AAA,
V7n  ytm−G spline raw  fwd,RU000A10D2Q2,KEYRATE,441,321,-120,0.082192,140,AAA,
V7n  ytm−G spline raw  fwd,RU000A10D459,KEYRATE,384,273,-111,0.082192,165,AAA,
V7n  ytm−G spline raw  fwd,RU000A10DC15,KEYRATE,673,557,-116,0.076712,350,A,
V7n  ytm−G spline raw  fwd,RU000A10DFN4,KEYRATE,373,317,-56,0.082192,175,AAA,
V7n  ytm−G spline raw  fwd,RU000A10DLE1,KEYRATE,375,318,-57,0.084932,150,AAA,
V7n  ytm−G spline raw  fwd,RU000A10DRF5,KEYRATE,404,331,-73,0.082192,160,AAA,
V7n  ytm−G spline raw  fwd,RU000A10E6Q2,KEYRATE,410,132,-278,0.079452,130,AAA,
V7n  ytm−G spline raw  fwd,RU000A10E8N5,KEYRATE,411,351,-60,0.076712,175,AAA,
V7n  ytm−G spline raw  fwd,RU000A10ECM1,KEYRATE,411,321,-90,0.084932,150,AAA,
V7n  ytm−G spline raw  fwd,RU000A10EF11,KEYRATE,416,442,26,1.43416,220,A,
V7n  ytm−G spline raw  fwd,RU000A10EG28,KEYRATE,220,281,61,2.14552,195,AA,
V7n  ytm−G spline raw  fwd,RU000A10ELF6,KEYRATE,465,187,-278,0.087671,165,AAA,
V7n  ytm−G spline raw  fwd,RU000A10ERV0,KEYRATE,412,322,-90,0.082192,140,AA,
V7n  ytm−G spline raw  fwd,RU000A10ES57,KEYRATE,372,317,-55,0.082192,150,AAA,
V7n  ytm−G spline raw  fwd,RU000A10F8N4,KEYRATE,386,41,-345,0.082192,150,AAA,
V7n  ytm−G spline raw  fwd,RU000A10FA64,KEYRATE,532,478,-54,0.087671,280,A,
V7n  ytm−G spline raw  fwd,RU000A10FAN0,KEYRATE,372,327,-45,0.084932,135,AAA,
V7n  ytm−G spline raw  fwd,RU000A10FBH0,KEYRATE,99,168,69,0.076712,100,AAA,
V7d  ytm−G G(nrd_dur),RU000A0JQAM6,KEYRATE,-167,24,191,0.49589,250,AAA,
V7d  ytm−G G(nrd_dur),RU000A0JXE06,KEYRATE,419,557,138,0.249315,220,AA,
V7d  ytm−G G(nrd_dur),RU000A0ZZ1J8,KEYRATE,431,586,155,0.249315,250,AA,
V7d  ytm−G G(nrd_dur),RU000A0ZZ1M2,KEYRATE,404,359,-45,0.49863,50,AA,
V7d  ytm−G G(nrd_dur),RU000A1006C3,KEYRATE,3296,1409,-1887,1.850282,625,B,
V7d  ytm−G G(nrd_dur),RU000A1013N6,KEYRATE,3073,1620,-1453,0.082192,600,B,
V7d  ytm−G G(nrd_dur),RU000A102VR0,KEYRATE,379,574,195,0.249315,210,AA,
V7d  ytm−G G(nrd_dur),RU000A1038M5,KEYRATE,380,573,193,0.249315,215,AA,
V7d  ytm−G G(nrd_dur),RU000A103M36,KEYRATE,463,587,124,0.249315,250,A,
V7d  ytm−G G(nrd_dur),RU000A104XJ9,KEYRATE,1213,1284,71,0.482223,900,BB,
V7d  ytm−G G(nrd_dur),RU000A105VQ5,KEYRATE,398,379,-19,0.249315,130,AAA,
V7d  ytm−G G(nrd_dur),RU000A106037,KEYRATE,422,415,-7,0.249315,130,AAA,
V7d  ytm−G G(nrd_dur),RU000A106565,KEYRATE,405,381,-24,0.249315,130,AAA,
